47.318,21.448,16.095
34.869,16.052,14.3
3.3854,4.5129,3.7084
35.765,12.163,11.486
45.626,14.132,7.5683
30.068,16.363,10.002
50.851,21.561,4.3705
59.768,26.845,17.89
57.262,25.992,14.687
39.577,19.547,12.978
