X_new,Y_new
1799.5142857142819,1792.3999999999992
1730.8314285714248,1717.7085714285704
1872.7399999999961,1588.8199999999993
1892.659999999996,1643.0514285714278
1717.4599999999964,1548.979999999999
2071.3142857142816,1821.371428571428
1612.828571428568,1511.1285714285707
